,Name,Team,Position,xG per fixture,xG per game,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
403,Daniel Amartey,Leicester,Defender,0.5263157894736842,0.7142857142857143,38,28,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,2.0,,6.0,,0.0,,2.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Ashley Fletcher,Watford,Forward,0.5263157894736842,6.666666666666667,38,3,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Harry Winks,Spurs,Midfielder,0.5263157894736842,1.0526315789473684,38,19,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,2.0,0.0,,8.0,0.0,,7.0,,0.0,,0.0,2.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Ibrahima Konate,Liverpool,Defender,0.5263157894736842,1.8181818181818181,38,11,0.0,,4.0,0.0,4.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,4.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Cameron Archer,Aston Villa,Forward,0.5,6.0,36,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
408,Francisco Sierralta,Watford,Defender,0.5,3.8,38,5,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,19.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Aaron Connolly,Brighton,Forward,0.47368421052631576,4.5,38,4,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
410,William Troost-Ekong,Watford,Defender,0.4473684210526316,1.0,38,17,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,4.0,0.0
411,Folarin Balogun,Arsenal,Forward,0.4473684210526316,8.5,38,2,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0
412,Nathaniel Clyne,Crystal Palace,Defender,0.4473684210526316,1.0625,38,16,0.0,0.0,8.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,9.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,Fabian Delph,Everton,Midfielder,0.42105263157894735,1.4545454545454546,38,11,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,Jeremy Ngakia,Watford,Defender,0.42105263157894735,1.0,38,16,0.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
415,Jannik Vestergaard,Leicester,Defender,0.39473684210526316,1.5,38,10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,9.0,0.0,0.0,0.0
416,Troy Deeney,Watford,Forward,0.3684210526315789,7.0,38,2,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
417,Dwight Gayle,Newcastle,Forward,0.34210526315789475,1.625,38,8,0.0,,9.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Joseph Gomez,Liverpool,Defender,0.34210526315789475,1.625,38,8,0.0,,2.0,0.0,0.0,9.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,2.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Kaide Gordon,Liverpool,Midfielder,0.3333333333333333,9.0,27,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,9.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
420,Pablo Mari,Arsenal,Defender,0.2894736842105263,5.5,38,2,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
421,Mahmoud Ahmed Ibrahim Hassan,Aston Villa,Midfielder,0.2631578947368421,10.0,38,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,10.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Oghenekaro Peter Etebo,Watford,Midfielder,0.2631578947368421,1.1111111111111112,38,9,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0
423,Jeff Hendrick,Newcastle,Midfielder,0.23684210526315788,3.0,38,3,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Ainsley Maitland-Niles,Arsenal,Midfielder,0.23684210526315788,1.125,38,8,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
425,Taylor Richards,Brighton,Midfielder,0.21052631578947367,4.0,38,2,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
426,William Smallbone,Southampton,Midfielder,0.21052631578947367,2.0,38,4,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Ryan Bertrand,Leicester,Defender,0.21052631578947367,2.0,38,4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
428,Ki-Jana Hoever,Wolves,Defender,0.21052631578947367,1.0,38,8,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
429,Nampalys Mendy,Leicester,Midfielder,0.18421052631578946,0.5,38,14,0.0,0.0,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Christoph Zimmermann,Norwich,Defender,0.18421052631578946,2.3333333333333335,38,3,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,7.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Dan Gosling,Watford,Midfielder,0.18421052631578946,1.75,38,4,0.0,,4.0,3.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Tim Iroegbunam,Aston Villa,Midfielder,0.16666666666666666,1.3333333333333333,24,3,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,
433,Jack Stephens,Southampton,Defender,0.15789473684210525,0.5454545454545454,38,11,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,2.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
434,Hamza Choudhury,Leicester,Midfielder,0.15789473684210525,1.0,38,6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,4.0,,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Dominic Thompson,Brentford,Defender,0.15789473684210525,3.0,38,2,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Liam Delap,Man City,Forward,0.13333333333333333,2.0,15,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Lewis Dobbin,Everton,Forward,0.12121212121212122,1.3333333333333333,33,3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
438,Cody Drameh,Leeds,Defender,0.10810810810810811,1.3333333333333333,37,3,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
439,Charlie Cresswell,Leeds,Defender,0.10810810810810811,0.8,37,5,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
440,Ryan Fredericks,West Ham,Defender,0.10526315789473684,0.5714285714285714,38,7,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,2.0,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Evan Ferguson,Brighton,Forward,0.08695652173913043,2.0,23,1,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,
442,Lewis Brunt,Leicester,Midfielder,0.08695652173913043,2.0,23,1,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,
443,Jurgen Locadia,Brighton,Forward,0.08571428571428572,3.0,35,1,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
444,Morgan Sanson,Aston Villa,Midfielder,0.07894736842105263,0.3,38,10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,2.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Jeremy Sarmiento,Brighton,Midfielder,0.0625,0.4,32,5,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
446,Leo Fuhr Hjelde,Leeds,Defender,0.06060606060606061,1.0,33,2,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,2.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
447,Finley Stevens,Brentford,Defender,0.05555555555555555,2.0,36,1,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
448,Chem Campbell,Wolves,Midfielder,0.05263157894736842,2.0,38,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,2.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Luke Cundle,Wolves,Midfielder,0.05263157894736842,0.5,38,4,0.0,,0.0,0.0,0.0,0.0,,0.0,,,2.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Jamal Lewis,Newcastle,Defender,0.05263157894736842,0.4,38,5,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Benjamin Mendy,Man City,Defender,0.05263157894736842,2.0,38,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
452,Yan Valery,Southampton,Defender,0.05263157894736842,0.4,38,5,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Neco Williams,Liverpool,Defender,0.05263157894736842,2.0,38,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Jairo Riedewald,Crystal Palace,Midfielder,0.05263157894736842,0.6666666666666666,38,3,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
455,Emerson Palmieri dos Santos,Chelsea,Defender,0.05263157894736842,2.0,38,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
456,Lewis Bate,Leeds,Midfielder,0.03571428571428571,0.3333333333333333,28,3,0.0,,0.0,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
457,Malang Sarr,Chelsea,Defender,0.02631578947368421,0.125,38,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,1.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Helder Wander Sousa de Azevedo e Costa,Leeds,Midfielder,0.02631578947368421,1.0,38,1,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
459,Dale Stephens,Burnley,Midfielder,0.02631578947368421,0.3333333333333333,38,3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Ayotomiwa Dele-Bashiru,Watford,Midfielder,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Isaac Success Ajayi,Watford,Forward,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Philip Zinckernagel,Watford,Midfielder,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Thomas Dickson-Peters,Norwich,Forward,0.0,0.0,22,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,
464,Domingos Quina,Watford,Midfielder,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Daniel Bachmann,Watford,Goalkeeper,0.0,0.0,38,12,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Marc Navarro,Watford,Defender,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Ben Wilmot,Watford,Defender,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Stipe Perica,Watford,Forward,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Bruno Andre Cavaco Jordao,Wolves,Midfielder,0.0,0.0,21,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,
470,Nathaniel Chalobah,Watford,Midfielder,0.0,0.0,38,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Daniel N'Lundulu,Southampton,Forward,0.0,0.0,38,0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
